episode,cpu_time,seed,max_steps,agent_1_steps,agent_1_total_distance,agent_1_start_x,agent_1_start_y,agent_1_goal_x,agent_1_goal_y,agent_2_steps,agent_2_total_distance,agent_2_start_x,agent_2_start_y,agent_2_goal_x,agent_2_goal_y,agent_3_steps,agent_3_total_distance,agent_3_start_x,agent_3_start_y,agent_3_goal_x,agent_3_goal_y,agent_4_steps,agent_4_total_distance,agent_4_start_x,agent_4_start_y,agent_4_goal_x,agent_4_goal_y,agent_0_steps,agent_0_total_distance,agent_0_start_x,agent_0_start_y,agent_0_goal_x,agent_0_goal_y
0,60.046875,42,,,,0,20,6,27,,,15,28,18,15,,,11,28,0,19,,,6.0,28.0,13.0,1.0,,,,,,
1,0.015625,42,41.0,39.0,38.0,0,21,15,14,21.0,20.0,8,14,13,29,27.0,26.0,19,24,16,1,,,,,,,41.0,40.0,1.0,16.0,14.0,15.0
2,60.0625,42,,,,7,15,7,12,,,0,29,6,12,,,17,29,1,11,,,7.0,1.0,19.0,13.0,,,,,,
3,60.046875,42,,,,15,29,9,14,,,11,15,6,29,,,6,20,7,1,,,17.0,14.0,1.0,22.0,,,,,,
4,60.03125,42,,,,0,21,18,15,,,10,0,17,15,,,19,4,3,0,,,0.0,14.0,11.0,0.0,,,,,,
5,0.0,42,27.0,27.0,26.0,15,1,19,23,21.0,20.0,13,14,7,0,26.0,25.0,6,9,19,5,,,,,,,10.0,9.0,1.0,7.0,0.0,15.0
6,60.03125,42,,,,12,22,6,11,,,15,29,7,4,,,15,14,7,11,,,1.0,14.0,0.0,10.0,,,,,,
7,0.0,42,27.0,20.0,19.0,1,5,6,11,12.0,11.0,14,28,19,22,27.0,26.0,12,28,6,22,,,,,,,14.0,13.0,9.0,15.0,19.0,12.0
8,0.015625,42,29.0,11.0,10.0,19,8,16,15,29.0,28.0,6,12,1,13,29.0,28.0,0,17,7,4,,,,,,,5.0,4.0,6.0,2.0,7.0,5.0
9,0.0625,42,27.0,17.0,16.0,12,29,10,15,14.0,13.0,7,6,12,14,27.0,26.0,6,3,19,16,,,,,,,10.0,9.0,0.0,29.0,1.0,21.0
10,0.0,42,34.0,18.0,17.0,1,6,0,22,34.0,33.0,17,22,5,29,28.0,27.0,11,0,15,15,,,,,,,22.0,21.0,6.0,28.0,13.0,14.0
11,60.078125,42,,,,17,22,6,16,,,6,27,19,6,,,16,28,4,0,,,17.0,29.0,1.0,24.0,,,,,,
12,0.03125,42,53.0,39.0,38.0,11,1,16,28,3.0,2.0,1,2,0,1,21.0,20.0,17,22,16,15,,,,,,,53.0,52.0,12.0,28.0,1.0,15.0
13,0.0,42,42.0,42.0,41.0,15,29,3,0,3.0,2.0,12,1,10,1,3.0,2.0,7,5,7,3,,,,,,,24.0,23.0,16.0,1.0,13.0,15.0
14,0.03125,42,41.0,29.0,28.0,10,16,0,26,41.0,40.0,0,8,6,28,26.0,25.0,1,2,12,14,,,,,,,26.0,25.0,7.0,13.0,1.0,26.0
15,60.09375,42,,,,11,28,0,18,,,7,5,15,15,,,18,14,10,17,,,10.0,15.0,11.0,1.0,,,,,,
16,0.015625,42,43.0,6.0,5.0,10,0,5,0,43.0,42.0,0,20,10,24,30.0,29.0,10,14,0,7,,,,,,,7.0,6.0,10.0,15.0,16.0,15.0
17,60.046875,42,,,,6,7,3,0,,,6,28,6,21,,,19,26,19,28,,,1.0,19.0,18.0,14.0,,,,,,
18,0.0,42,38.0,25.0,24.0,1,23,3,1,6.0,5.0,17,14,19,11,17.0,16.0,0,13,4,1,,,,,,,38.0,37.0,0.0,7.0,18.0,14.0
19,0.0,42,49.0,5.0,4.0,12,0,16,0,49.0,48.0,0,28,19,29,3.0,2.0,10,1,12,1,,,,,,,16.0,15.0,6.0,27.0,7.0,13.0
20,0.015625,42,33.0,20.0,19.0,6,23,6,4,23.0,22.0,17,0,0,5,30.0,29.0,6,1,0,24,,,,,,,33.0,32.0,6.0,21.0,1.0,8.0
21,0.0,42,29.0,16.0,15.0,15,22,13,29,20.0,19.0,14,0,1,6,13.0,12.0,13,1,19,7,,,,,,,29.0,28.0,0.0,20.0,7.0,3.0
22,0.0,42,28.0,28.0,27.0,19,15,7,0,5.0,4.0,1,4,1,8,6.0,5.0,7,11,6,15,,,,,,,18.0,17.0,7.0,12.0,13.0,1.0
23,0.015625,42,39.0,12.0,11.0,5,0,6,10,16.0,15.0,12,28,19,20,32.0,31.0,11,0,0,20,,,,,,,39.0,38.0,1.0,24.0,10.0,25.0
24,0.328125,42,42.0,42.0,41.0,0,27,19,9,8.0,7.0,6,5,7,11,14.0,13.0,19,21,13,14,,,,,,,6.0,5.0,6.0,6.0,6.0,11.0
25,0.125,42,36.0,31.0,30.0,2,0,1,29,23.0,22.0,15,15,13,29,25.0,24.0,19,22,16,1,,,,,,,36.0,35.0,7.0,2.0,15.0,29.0
26,0.0,42,30.0,14.0,13.0,14,15,19,7,3.0,2.0,2,29,0,29,26.0,25.0,0,18,7,2,,,,,,,30.0,29.0,7.0,0.0,0.0,22.0
27,60.109375,42,,,,13,15,16,29,,,1,16,10,18,,,14,0,9,15,,,5.0,1.0,1.0,10.0,,,,,,
28,0.0,42,35.0,22.0,21.0,18,15,13,29,17.0,16.0,0,4,12,0,35.0,34.0,15,1,6,26,,,,,,,7.0,6.0,7.0,4.0,7.0,10.0
29,0.125,42,30.0,9.0,8.0,10,29,11,22,19.0,18.0,1,2,0,19,30.0,29.0,10,19,15,1,,,,,,,26.0,25.0,5.0,1.0,0.0,21.0
30,0.015625,42,28.0,28.0,27.0,16,1,1,13,19.0,18.0,0,9,6,3,23.0,22.0,1,11,12,0,,,,,,,14.0,13.0,6.0,23.0,7.0,11.0
31,0.0,42,31.0,17.0,16.0,12,22,16,14,16.0,15.0,0,23,1,9,23.0,22.0,1,10,4,29,,,,,,,31.0,30.0,1.0,3.0,10.0,20.0
32,0.0,42,23.0,13.0,12.0,19,27,10,26,3.0,2.0,10,19,10,21,5.0,4.0,7,0,4,1,,,,,,,23.0,22.0,19.0,12.0,6.0,7.0
33,0.0,42,28.0,13.0,12.0,1,4,7,4,24.0,23.0,19,20,16,0,28.0,27.0,6,23,0,14,,,,,,,19.0,18.0,0.0,5.0,7.0,8.0
34,0.0625,42,34.0,33.0,32.0,3,0,6,29,21.0,20.0,7,9,19,15,32.0,31.0,12,14,1,6,,,,,,,34.0,33.0,0.0,18.0,7.0,10.0
35,0.09375,42,38.0,16.0,15.0,9,14,19,19,5.0,4.0,7,6,6,3,38.0,37.0,16,28,8,1,,,,,,,24.0,23.0,10.0,16.0,2.0,1.0
36,0.015625,42,31.0,25.0,24.0,6,28,17,15,31.0,30.0,3,29,0,2,28.0,27.0,0,4,19,6,,,,,,,25.0,24.0,18.0,1.0,6.0,11.0
37,0.0,42,24.0,24.0,23.0,1,2,0,24,9.0,8.0,5,0,12,1,23.0,22.0,10,0,12,14,,,,,,,18.0,17.0,9.0,14.0,6.0,0.0
38,0.015625,42,37.0,12.0,11.0,3,1,14,1,37.0,36.0,1,25,19,15,36.0,35.0,12,0,15,22,,,,,,,32.0,31.0,0.0,27.0,14.0,14.0
39,0.03125,42,40.0,4.0,3.0,0,24,1,22,40.0,39.0,10,26,1,24,36.0,35.0,19,10,0,8,,,,,,,37.0,36.0,6.0,1.0,19.0,24.0
40,0.015625,42,37.0,37.0,36.0,10,1,17,22,15.0,14.0,9,15,7,3,28.0,27.0,6,12,16,29,,,,,,,6.0,5.0,1.0,2.0,5.0,1.0
41,60.078125,42,,,,19,21,11,1,,,6,0,4,0,,,1,16,10,28,,,19.0,19.0,7.0,15.0,,,,,,
42,60.046875,42,,,,19,8,1,11,,,1,28,1,7,,,19,28,9,0,,,19.0,15.0,0.0,10.0,,,,,,
43,0.015625,42,50.0,36.0,35.0,6,27,19,5,50.0,49.0,19,22,0,20,7.0,6.0,19,28,14,29,,,,,,,29.0,28.0,4.0,29.0,1.0,4.0
44,0.015625,42,45.0,16.0,15.0,19,4,8,0,31.0,30.0,1,21,7,5,19.0,18.0,19,5,6,0,,,,,,,45.0,44.0,18.0,0.0,0.0,26.0
45,60.015625,42,,,,0,5,6,21,,,15,22,6,13,,,6,4,19,3,,,12.0,0.0,0.0,21.0,,,,,,
46,60.015625,42,,,,14,15,0,1,,,14,29,19,15,,,6,15,19,18,,,2.0,0.0,1.0,25.0,,,,,,
47,60.0625,42,,,,0,7,19,5,,,0,28,1,5,,,0,15,14,29,,,17.0,22.0,1.0,11.0,,,,,,
48,0.0625,42,45.0,45.0,44.0,10,23,1,14,39.0,38.0,13,29,3,1,43.0,42.0,19,1,5,29,,,,,,,27.0,26.0,6.0,12.0,0.0,10.0
49,0.0,42,36.0,36.0,35.0,15,29,6,27,7.0,6.0,6,1,1,2,10.0,9.0,19,23,19,14,,,,,,,30.0,29.0,19.0,29.0,7.0,12.0
50,0.015625,42,40.0,7.0,6.0,1,9,0,4,40.0,39.0,1,22,12,22,39.0,38.0,3,0,19,22,,,,,,,5.0,4.0,0.0,3.0,1.0,0.0
51,0.0,42,41.0,26.0,25.0,4,1,15,15,10.0,9.0,7,13,10,19,24.0,23.0,19,13,6,23,,,,,,,41.0,40.0,0.0,27.0,13.0,0.0
52,0.140625,42,56.0,56.0,55.0,18,28,0,19,17.0,16.0,16,28,14,22,36.0,35.0,0,5,17,15,,,,,,,54.0,53.0,1.0,15.0,13.0,28.0
53,0.03125,42,50.0,50.0,49.0,6,27,0,18,18.0,17.0,0,28,6,19,18.0,17.0,10,15,19,23,,,,,,,32.0,31.0,1.0,0.0,19.0,13.0
54,0.0,42,38.0,34.0,33.0,1,0,5,29,25.0,24.0,7,9,19,19,15.0,14.0,7,14,8,1,,,,,,,38.0,37.0,4.0,29.0,12.0,0.0
55,0.0,42,28.0,22.0,21.0,19,20,10,22,21.0,20.0,19,12,10,1,20.0,19.0,7,12,1,3,,,,,,,28.0,27.0,3.0,29.0,0.0,5.0
56,0.0,42,18.0,4.0,3.0,17,29,14,29,18.0,17.0,0,24,6,23,16.0,15.0,14,0,0,1,,,,,,,12.0,11.0,11.0,1.0,1.0,2.0
57,0.015625,42,42.0,42.0,41.0,1,8,14,22,13.0,12.0,10,22,16,28,27.0,26.0,1,11,6,26,,,,,,,9.0,8.0,19.0,22.0,19.0,14.0
58,0.34375,42,45.0,3.0,2.0,11,1,12,0,41.0,40.0,16,0,0,24,45.0,44.0,18,0,3,29,,,,,,,15.0,14.0,7.0,5.0,0.0,4.0
59,60.015625,42,,,,17,15,1,23,,,1,27,6,4,,,16,15,8,15,,,7.0,4.0,15.0,15.0,,,,,,
60,60.046875,42,,,,10,24,4,0,,,19,14,6,22,,,18,29,0,27,,,15.0,0.0,6.0,13.0,,,,,,
61,0.171875,42,39.0,39.0,38.0,6,25,18,29,6.0,5.0,0,26,2,29,32.0,31.0,11,28,7,1,,,,,,,9.0,8.0,19.0,13.0,19.0,21.0
62,0.015625,42,44.0,44.0,43.0,1,26,14,28,44.0,43.0,2,1,17,29,41.0,40.0,1,24,17,0,,,,,,,25.0,24.0,8.0,15.0,19.0,28.0
63,0.015625,42,37.0,37.0,36.0,0,24,10,22,23.0,22.0,19,2,6,9,14.0,13.0,0,15,1,3,,,,,,,27.0,26.0,19.0,20.0,7.0,6.0
64,60.078125,42,,,,1,14,19,12,,,17,14,1,2,,,6,0,19,10,,,5.0,29.0,19.0,11.0,,,,,,
65,0.0,42,35.0,14.0,13.0,1,7,7,2,23.0,22.0,1,5,0,26,35.0,34.0,3,29,9,1,,,,,,,6.0,5.0,10.0,23.0,10.0,18.0
66,0.015625,42,43.0,5.0,4.0,13,22,17,22,27.0,26.0,0,12,6,26,43.0,42.0,1,14,10,21,,,,,,,7.0,6.0,0.0,4.0,1.0,9.0
67,60.109375,42,,,,8,0,17,15,,,12,22,6,0,,,16,22,19,26,,,6.0,18.0,7.0,13.0,,,,,,
68,0.0,42,28.0,28.0,27.0,19,1,0,9,14.0,13.0,16,14,7,10,28.0,27.0,18,1,1,11,,,,,,,25.0,24.0,14.0,15.0,9.0,0.0
69,60.015625,42,,,,19,4,11,15,,,1,24,10,16,,,1,22,19,18,,,1.0,27.0,6.0,23.0,,,,,,
70,0.015625,42,29.0,19.0,18.0,0,11,8,1,24.0,23.0,0,1,19,5,29.0,28.0,6,13,0,23,,,,,,,29.0,28.0,3.0,1.0,19.0,13.0
71,0.015625,42,46.0,27.0,26.0,17,22,19,12,46.0,45.0,0,24,12,29,12.0,11.0,0,11,0,22,,,,,,,24.0,23.0,0.0,21.0,6.0,20.0
72,0.046875,42,53.0,27.0,26.0,18,0,19,25,32.0,31.0,16,22,6,1,21.0,20.0,19,7,10,18,,,,,,,53.0,52.0,17.0,28.0,1.0,24.0
73,0.0,42,39.0,39.0,38.0,10,29,1,0,7.0,6.0,11,15,17,15,33.0,32.0,10,27,9,0,,,,,,,17.0,16.0,15.0,29.0,14.0,22.0
74,0.0,42,33.0,13.0,12.0,7,15,7,3,26.0,25.0,19,22,16,0,14.0,13.0,18,15,6,16,,,,,,,33.0,32.0,6.0,1.0,17.0,22.0
75,0.015625,42,53.0,25.0,24.0,11,14,1,2,10.0,9.0,1,27,6,27,12.0,11.0,2,1,7,7,,,,,,,53.0,52.0,12.0,29.0,0.0,13.0
76,60.0625,42,,,,1,7,6,5,,,6,23,6,12,,,10,24,7,13,,,1.0,23.0,6.0,11.0,,,,,,
77,60.078125,42,,,,14,15,1,11,,,6,2,12,29,,,6,27,1,23,,,6.0,14.0,4.0,1.0,,,,,,
78,0.0,42,25.0,23.0,22.0,19,18,7,8,16.0,15.0,12,14,15,22,25.0,24.0,19,10,6,3,,,,,,,3.0,2.0,16.0,14.0,18.0,14.0
79,60.0625,42,,,,7,3,7,10,,,9,0,11,28,,,19,20,1,16,,,18.0,1.0,16.0,28.0,,,,,,
80,0.015625,42,38.0,20.0,19.0,8,15,3,29,38.0,37.0,15,15,1,10,27.0,26.0,11,0,14,15,,,,,,,27.0,26.0,10.0,0.0,0.0,16.0
81,0.015625,42,58.0,58.0,57.0,1,16,18,28,21.0,20.0,10,22,19,11,14.0,13.0,13,1,1,0,,,,,,,27.0,26.0,0.0,8.0,7.0,13.0
82,0.0,42,36.0,36.0,35.0,10,26,14,1,28.0,27.0,11,1,10,19,3.0,2.0,0,21,0,19,,,,,,,19.0,18.0,19.0,19.0,10.0,28.0
83,0.03125,42,40.0,40.0,39.0,19,15,1,8,39.0,38.0,14,0,16,22,26.0,25.0,1,1,6,21,,,,,,,31.0,30.0,8.0,1.0,19.0,20.0
84,0.03125,42,57.0,29.0,28.0,6,29,19,14,21.0,20.0,16,0,19,17,57.0,56.0,19,29,0,20,,,,,,,13.0,12.0,10.0,21.0,16.0,15.0
85,0.0,42,9.0,8.0,7.0,14,0,8,1,7.0,6.0,10,21,10,27,5.0,4.0,0,11,1,8,,,,,,,9.0,8.0,1.0,28.0,0.0,21.0
86,0.03125,42,34.0,31.0,30.0,0,29,7,6,15.0,14.0,10,15,7,4,34.0,33.0,0,1,12,22,,,,,,,34.0,33.0,1.0,9.0,10.0,17.0
87,0.0,42,43.0,8.0,7.0,14,1,8,0,15.0,14.0,15,14,7,10,43.0,42.0,19,11,1,23,,,,,,,32.0,31.0,8.0,1.0,16.0,22.0
88,0.203125,42,38.0,17.0,16.0,1,1,16,0,38.0,37.0,19,14,0,26,5.0,4.0,18,0,14,0,,,,,,,35.0,34.0,10.0,23.0,0.0,27.0
89,0.0,42,30.0,20.0,19.0,7,9,19,12,6.0,5.0,11,29,15,28,30.0,29.0,14,1,1,17,,,,,,,22.0,21.0,0.0,20.0,6.0,23.0
90,0.015625,42,33.0,21.0,20.0,14,14,17,1,20.0,19.0,6,4,15,14,33.0,32.0,14,22,11,1,,,,,,,16.0,15.0,12.0,14.0,19.0,6.0
91,0.0,42,26.0,26.0,25.0,16,15,5,29,21.0,20.0,6,11,1,6,20.0,19.0,8,15,19,21,,,,,,,6.0,5.0,2.0,1.0,6.0,0.0
92,60.03125,42,,,,1,3,6,28,,,0,19,14,15,,,19,15,6,15,,,10.0,1.0,0.0,29.0,,,,,,
93,60.0625,42,,,,14,14,19,15,,,1,10,6,10,,,10,0,15,29,,,19.0,18.0,10.0,26.0,,,,,,
94,0.109375,42,38.0,3.0,2.0,1,2,0,1,23.0,22.0,6,14,13,29,38.0,37.0,11,28,18,0,,,,,,,36.0,35.0,7.0,7.0,19.0,26.0
95,0.0,42,38.0,37.0,36.0,6,25,19,2,38.0,37.0,0,27,11,1,4.0,3.0,2,29,0,28,,,,,,,19.0,18.0,19.0,18.0,18.0,1.0
96,0.015625,42,43.0,10.0,9.0,7,7,9,14,31.0,30.0,10,20,0,2,15.0,14.0,0,7,0,21,,,,,,,43.0,42.0,0.0,27.0,12.0,29.0
97,0.0,42,28.0,28.0,27.0,14,0,19,22,23.0,22.0,17,15,7,3,27.0,26.0,6,26,6,0,,,,,,,5.0,4.0,7.0,2.0,4.0,1.0
98,0.28125,42,40.0,37.0,36.0,0,2,14,22,40.0,39.0,5,0,15,29,18.0,17.0,8,0,9,14,,,,,,,32.0,31.0,6.0,29.0,19.0,11.0
99,0.03125,42,53.0,22.0,21.0,6,17,12,28,45.0,44.0,19,29,3,29,53.0,52.0,0,10,15,29,,,,,,,45.0,44.0,0.0,25.0,19.0,2.0
100,0.03125,42,31.0,5.0,4.0,0,9,0,5,25.0,24.0,0,24,1,1,31.0,30.0,12,1,11,22,,,,,,,4.0,3.0,17.0,28.0,19.0,29.0
